学期	学号	日期	时间
2	403	0702	152158	
2	130	0702	152458	
2	60	0702	152619	
2	315	0702	152824	
2	331	0702	153541	
2	528	0702	154133	
2	435	0702	154719	
2	79	0702	155030	
2	385	0702	155154	
2	479	0702	160042	
2	56	0702	160045	
2	371	0702	160501	
2	147	0702	160745	
2	401	0702	161438	
2	15	0702	170820	
2	57	0702	173114	
2	513	0702	173302	
2	204	0702	173322	
2	109	0702	173420	
2	413	0702	173433	
2	362	0702	173627	
2	12	0702	173627	
2	66	0702	173938	
2	44	0702	173940	
2	228	0702	174327	
2	56	0702	174459	
2	399	0702	174728	
2	41	0702	174930	
2	146	0702	175237	
2	86	0702	175238	
2	481	0702	175239	
2	203	0702	175437	
2	264	0702	175537	
2	487	0702	175849	
2	81	0702	180206	
2	433	0702	180207	
2	82	0702	180625	
2	46	0702	181115	
2	115	0702	181314	
2	116	0702	181537	
2	435	0702	181540	
2	87	0702	181540	
2	385	0702	181546	
2	420	0702	181621	
2	114	0702	181721	
2	122	0702	181722	
2	127	0702	181722	
2	155	0702	181944	
2	388	0702	182046	
2	266	0702	182210	
2	357	0702	182440	
2	135	0702	182541	
2	15	0702	182634	
2	130	0702	182801	
2	258	0702	182858	
2	227	0702	183317	
2	235	0702	183417	
2	339	0702	183423	
2	293	0702	183518	
2	306	0702	184114	
2	68	0702	184136	
2	161	0702	184849	
2	479	0702	184936	
2	349	0702	184937	
2	371	0702	185046	
2	505	0702	185048	
2	128	0702	185059	
2	229	0702	185102	
2	144	0702	185102	
2	141	0702	185203	
2	438	0702	185207	
2	106	0702	185226	
2	323	0702	185628	
2	132	0702	185809	
2	254	0702	185809	
2	116	0702	185924	
2	491	0702	190321	
2	178	0702	191237	
2	268	0702	191612	
2	137	0702	191612	
2	211	0702	191754	
2	300	0702	191758	
2	481	0702	191855	
2	507	0702	192125	
2	504	0702	192148	
2	411	0702	192651	
2	498	0702	193625	
2	276	0702	193625	
2	460	0702	193829	
2	316	0702	194105	
2	369	0702	194812	
2	180	0702	195908	
2	492	0702	200505	
2	141	0702	200535	
2	535	0702	202106	
2	401	0702	203409	
2	481	0702	203858	
2	172	0702	204059	
2	371	0702	214500	
2	507	0703	082710	
2	435	0703	083236	
2	357	0703	083250	
2	357	0703	114157	
2	369	0703	114514	
2	232	0703	120020	
2	413	0703	123712	
2	438	0703	123811	
2	82	0703	123901	
2	210	0703	124150	
2	87	0703	125402	
2	385	0703	125831	
2	115	0703	130426	
2	8	0703	130429	
2	180	0703	131807	
2	449	0703	132352	
2	314	0703	133028	
2	315	0703	133753	
2	357	0703	133801	
2	106	0703	134056	
2	197	0703	140646	
2	259	0703	141229	
2	258	0703	141642	
2	388	0703	142117	
2	433	0703	142652	
2	317	0703	142652	
2	437	0703	142708	
2	268	0703	142909	
2	167	0703	143203	
2	41	0703	143323	
2	15	0703	143343	
2	228	0703	143344	
2	306	0703	143503	
2	500	0703	143514	
2	491	0703	143552	
2	334	0703	143816	
2	235	0703	143754	
2	346	0703	143754	
2	135	0703	144812	
2	57	0703	145306	
2	331	0703	145529	
2	128	0703	145712	
2	229	0703	145713	
2	144	0703	145713	
2	78	0703	145801	
2	276	0703	145933	
2	498	0703	145933	
2	44	0703	150018	
2	467	0703	150212	
2	460	0703	150214	
2	504	0703	150217	
2	114	0703	150504	
2	147	0703	150648	
2	137	0703	151112	
2	304	0703	151500	
2	178	0703	151617	
2	315	0703	151704	
2	494	0703	151924	
2	505	0703	152009	
2	132	0703	152426	
2	254	0703	152426	
2	400	0703	152539	
2	507	0703	152637	
2	127	0703	152638	
2	420	0703	152641	
2	481	0703	152842	
2	261	0703	153124	
2	481	0703	153407	
2	401	0703	153830	
2	62	0703	154311	
2	61	0703	154518	
2	161	0703	154633	
2	227	0703	154952	
2	316	0703	155358	
2	528	0703	155730	
2	308	0703	155750	
2	155	0703	160419	
2	487	0703	160432	
2	426	0703	160433	
2	492	0703	161503	
2	82	0703	163632	
2	513	0703	163607	
2	435	0703	163612	
2	114	0703	170017	
2	460	0703	171155	
2	467	0703	171442	
2	491	0703	171615	
2	141	0703	171709	
2	435	0703	171720	
2	265	0703	171742	
2	167	0703	171824	
2	328	0703	172734	
2	306	0703	172906	
2	433	0703	173301	
2	317	0703	173302	
2	167	0703	174134	
2	122	0703	174218	
2	291	0703	174226	
2	77	0703	174359	
2	492	0703	175352	
2	308	0703	175621	
2	52	0703	175634	
2	114	0703	180050	
2	127	0703	180052	
2	420	0703	180053	
2	528	0703	180226	
2	37	0703	180311	
2	500	0703	180339	
2	507	0703	180534	
2	264	0703	180639	
2	41	0703	181002	
2	400	0703	181400	
2	281	0703	181450	
2	135	0703	181629	
2	460	0703	181708	
2	467	0703	181708	
2	435	0703	182044	
2	306	0703	182046	
2	437	0703	182047	
2	87	0703	182429	
2	451	0703	182432	
2	258	0703	182458	
2	293	0703	182535	
2	146	0703	182540	
2	155	0703	182814	
2	141	0703	182850	
2	112	0703	182858	
2	401	0703	183019	
2	334	0703	183219	
2	132	0703	183431	
2	254	0703	183431	
2	385	0703	183517	
2	369	0703	183526	
2	379	0703	183527	
2	140	0703	183527	
2	399	0703	183544	
2	228	0703	183808	
2	15	0703	183832	
2	161	0703	183839	
2	79	0703	184306	
2	339	0703	184324	
2	331	0703	184349	
2	504	0703	184657	
2	144	0703	184658	
2	476	0703	184827	
2	12	0703	185014	
2	479	0703	185017	
2	56	0703	185017	
2	491	0703	185340	
2	261	0703	185404	
2	106	0703	185521	
2	388	0703	185638	
2	481	0703	190112	
2	513	0703	190959	
2	357	0703	191320	
2	268	0703	191321	
2	137	0703	191321	
2	61	0703	191530	
2	147	0703	192105	
2	438	0703	192447	
2	316	0703	192731	
2	203	0703	193221	
2	258	0703	193459	
2	230	0703	193500	
2	180	0703	194311	
2	371	0703	194326	
2	211	0703	194510	
2	87	0703	195248	
2	232	0703	195250	
2	420	0703	195250	
2	492	0703	201401	
2	128	0703	202644	
2	229	0703	202645	
2	401	0703	203922	
2	116	0703	203952	
2	265	0703	210631	
2	331	0703	215354	
2	328	0704	070315	
2	281	0704	072448	
2	437	0704	073704	
2	306	0704	074313	
2	87	0704	074319	
2	249	0704	074853	
2	388	0704	075033	
2	2	0704	075548	
2	41	0704	075612	
2	46	0704	075743	
2	491	0704	080132	
2	449	0704	080149	
2	433	0704	080200	
2	524	0704	080314	
2	15	0704	080330	
2	228	0704	080331	
2	78	0704	080756	
2	148	0704	081014	
2	357	0704	081215	
2	334	0704	081228	
2	346	0704	081229	
2	235	0704	081231	
2	413	0704	081437	
2	302	0704	081827	
2	8	0704	082012	
2	481	0704	082158	
2	141	0704	082137	
2	259	0704	082359	
2	132	0704	082420	
2	178	0704	082447	
2	268	0704	082508	
2	258	0704	082520	
2	122	0704	083152	
2	428	0704	083454	
2	369	0704	083700	
2	197	0704	083832	
2	500	0704	083846	
2	316	0704	084149	
2	505	0704	084239	
2	371	0704	084240	
2	424	0704	084348	
2	203	0704	084808	
2	308	0704	084934	
2	317	0704	084936	
2	446	0704	085112	
2	536	0704	085114	
2	155	0704	085322	
2	57	0704	085331	
2	467	0704	085420	
2	460	0704	085420	
2	61	0704	085421	
2	401	0704	085442	
2	264	0704	085605	
2	128	0704	085654	
2	161	0704	085656	
2	445	0704	085705	
2	438	0704	090018	
2	399	0704	090036	
2	127	0704	090322	
2	498	0704	090412	
2	276	0704	090413	
2	254	0704	090655	
2	300	0704	091124	
2	492	0704	091353	
2	349	0704	091738	
2	144	0704	091751	
2	116	0704	091930	
2	261	0704	092153	
2	135	0704	092431	
2	147	0704	092433	
2	24	0704	093021	
2	137	0704	093438	
2	400	0704	093457	
2	293	0704	094052	
2	81	0704	095549	
2	454	0704	101024	
2	232	0704	101403	
2	180	0704	101655	
2	435	0704	101855	
2	51	0704	102403	
2	163	0704	103341	
2	339	0704	103924	
2	424	0704	111932	
2	507	0704	112503	
2	265	0704	112939	
2	380	0704	113557	
2	180	0704	113641	
2	314	0704	114410	
2	424	0704	114954	
2	399	0704	115040	
2	413	0704	115204	
2	425	0704	115644	
2	81	0704	115706	
2	433	0704	115708	
2	522	0704	115858	
2	304	0704	120420	
2	520	0704	120420	
2	82	0704	120422	
2	388	0704	120705	
2	435	0704	121431	
2	249	0704	121541	
2	106	0704	121741	
2	217	0704	121831	
2	306	0704	121839	
2	349	0704	121857	
2	87	0704	122033	
2	232	0704	122345	
2	428	0704	122450	
2	258	0704	122720	
2	178	0704	122902	
2	135	0704	122945	
2	116	0704	123317	
2	79	0704	123415	
2	167	0704	123926	
2	128	0704	124502	
2	114	0704	124711	
2	509	0704	125100	
2	122	0704	125108	
2	259	0704	125516	
2	197	0704	125826	
2	401	0704	125927	
2	15	0704	131110	
2	228	0704	131111	
2	494	0704	131150	
2	467	0704	131202	
2	460	0704	131202	
2	144	0704	131315	
2	379	0704	131446	
2	140	0704	131447	
2	115	0704	131539	
2	357	0704	131606	
2	437	0704	132149	
2	328	0704	132613	
2	438	0704	133241	
2	61	0704	133406	
2	2	0704	133642	
2	317	0704	134218	
2	57	0704	134444	
2	197	0704	134446	
2	357	0704	134511	
2	8	0704	134920	
2	51	0704	135121	
2	413	0704	135448	
2	46	0704	140143	
2	148	0704	140303	
2	492	0704	141208	
2	316	0704	142359	
2	268	0704	142549	
2	203	0704	142758	
2	500	0704	143557	
2	137	0704	143646	
2	505	0704	144017	
2	261	0704	144130	
2	346	0704	144142	
2	334	0704	144145	
2	235	0704	144147	
2	41	0704	144200	
2	281	0704	144434	
2	369	0704	144522	
2	331	0704	144853	
2	78	0704	145014	
2	127	0704	145629	
2	420	0704	145632	
2	504	0704	150013	
2	513	0704	150055	
2	276	0704	150828	
2	498	0704	150830	
2	293	0704	150841	
2	438	0704	152600	
2	254	0704	152729	
2	132	0704	152729	
2	155	0704	153656	
2	446	0704	161909	
2	437	0704	162618	
2	314	0704	164543	
2	180	0704	170249	
2	425	0704	170538	
2	147	0704	171218	
2	507	0704	172201	
2	509	0704	172831	
2	132	0704	172930	
2	254	0704	172941	
2	435	0704	173431	
2	505	0704	173540	
2	425	0704	173546	
2	420	0704	173620	
2	127	0704	173621	
2	114	0704	173623	
2	81	0704	173744	
2	433	0704	173745	
2	424	0704	173823	
2	481	0704	174136	
2	317	0704	174140	
2	339	0704	175310	
2	507	0704	175747	
2	500	0704	175837	
2	116	0704	180111	
2	349	0704	180206	
2	82	0704	180658	
2	399	0704	180956	
2	258	0704	181156	
2	232	0704	181248	
2	308	0704	181217	
2	308	0704	181501	
2	41	0704	181930	
2	315	0704	182027	
2	265	0704	182100	
2	437	0704	182107	
2	46	0704	182533	
2	460	0704	182647	
2	479	0704	183247	
2	56	0704	183253	
2	132	0704	183357	
2	254	0704	183357	
2	302	0704	183519	
2	293	0704	183740	
2	504	0704	183804	
2	357	0704	183818	
2	346	0704	183937	
2	334	0704	183946	
2	331	0704	183951	
2	235	0704	183955	
2	87	0704	184314	
2	401	0704	184354	
2	281	0704	185303	
2	505	0704	185554	
2	137	0704	185757	
2	371	0704	190325	
2	148	0704	190528	
2	316	0704	190802	
2	128	0704	191133	
2	264	0704	191906	
2	438	0704	192348	
2	106	0704	193818	
2	492	0704	195136	
2	505	0704	200034	
2	61	0704	200508	
2	494	0704	200925	
2	180	0704	204330	
2	411	0705	074352	
2	357	0705	083007	
2	328	0705	113829	
2	522	0705	120145	
2	385	0705	121931	
2	524	0705	122434	
2	357	0705	123704	
2	87	0705	124449	
2	178	0705	132946	
2	314	0705	133439	
2	328	0705	134009	
2	259	0705	140233	
2	167	0705	140630	
2	127	0705	142628	
2	509	0705	143256	
2	268	0705	144424	
2	114	0705	144524	
2	176	0705	144544	
2	146	0705	144549	
2	291	0705	145823	
2	87	0705	150111	
2	258	0705	150111	
2	219	0705	150540	
2	317	0705	150541	
2	57	0705	150611	
2	41	0705	150648	
2	197	0705	151102	
2	81	0705	151250	
2	433	0705	151251	
2	528	0705	151312	
2	513	0705	151512	
2	318	0705	151651	
2	438	0705	151708	
2	122	0705	152956	
2	308	0705	153155	
2	467	0705	153801	
2	460	0705	153801	
2	151	0705	153828	
2	137	0705	154152	
2	227	0705	154836	
2	435	0705	154933	
2	449	0705	155913	
2	17	0705	165346	
2	306	0705	171509	
2	437	0705	171510	
2	411	0705	173120	
2	167	0705	173355	
2	265	0705	173431	
2	137	0705	173959	
2	8	0705	175046	
2	293	0705	175103	
2	146	0705	175139	
2	151	0705	175139	
2	428	0705	175147	
2	438	0705	175211	
2	413	0705	175237	
2	82	0705	175239	
2	146	0705	175259	
2	151	0705	175259	
2	127	0705	175857	
2	114	0705	175857	
2	491	0705	180215	
2	420	0705	180824	
2	258	0705	181657	
2	77	0705	181757	
2	414	0705	182153	
2	435	0705	182255	
2	357	0705	182310	
2	106	0705	182326	
2	369	0705	182818	
2	41	0705	183013	
2	79	0705	183419	
2	401	0705	183525	
2	399	0705	183545	
2	366	0705	183753	
2	366	0705	183826	
2	494	0705	183900	
2	87	0705	184151	
2	122	0705	184910	
2	254	0705	184915	
2	491	0705	184941	
2	232	0705	185258	
2	513	0705	190005	
2	467	0705	190125	
2	460	0705	190128	
2	137	0705	191331	
2	268	0705	191337	
2	528	0705	191539	
2	481	0705	193657	
2	140	0705	193720	
2	144	0705	194114	
2	479	0705	194233	
2	56	0705	194233	
2	81	0705	194241	
2	400	0705	194722	
2	491	0705	195010	
2	81	0705	201204	
2	61	0705	201754	
2	306	0705	210755	
2	437	0705	210757	
2	314	0705	213000	
2	281	0706	072021	
2	328	0706	072831	
2	308	0706	073405	
2	437	0706	074318	
2	306	0706	074321	
2	2	0706	080100	
2	446	0706	080345	
2	8	0706	080350	
2	413	0706	080619	
2	357	0706	080826	
2	388	0706	081034	
2	346	0706	081301	
2	235	0706	081304	
2	491	0706	081306	
2	507	0706	081450	
2	161	0706	081504	
2	228	0706	081713	
2	15	0706	081715	
2	129	0706	081718	
2	334	0706	081913	
2	445	0706	082142	
2	331	0706	082224	
2	401	0706	082336	
2	428	0706	082529	
2	476	0706	082625	
2	247	0706	082626	
2	500	0706	082633	
2	41	0706	082855	
2	420	0706	083015	
2	74	0706	083017	
2	341	0706	083018	
2	400	0706	083051	
2	258	0706	083057	
2	524	0706	083149	
2	504	0706	084517	
2	424	0706	085055	
2	87	0706	085342	
2	232	0706	085602	
2	127	0706	085832	
2	227	0706	090258	
2	467	0706	090547	
2	460	0706	090549	
2	46	0706	090637	
2	276	0706	090650	
2	498	0706	090651	
2	77	0706	090721	
2	306	0706	090910	
2	62	0706	091154	
2	385	0706	091208	
2	81	0706	091736	
2	120	0706	091938	
2	297	0706	092049	
2	86	0706	092054	
2	146	0706	092056	
2	57	0706	092807	
2	122	0706	092907	
2	144	0706	094053	
2	492	0706	094432	
2	371	0706	094522	
2	505	0706	094522	
2	79	0706	100553	
2	375	0706	101033	
2	339	0706	101110	
2	435	0706	102229	
2	408	0706	102957	
2	210	0706	103544	
2	265	0706	112000	
2	106	0706	112603	
2	535	0706	113120	
2	180	0706	113139	
2	433	0706	113202	
2	317	0706	113204	
2	334	0706	114024	
2	424	0706	114724	
2	438	0706	115447	
2	413	0706	121056	
2	44	0706	121351	
2	82	0706	121501	
2	79	0706	121636	
2	87	0706	121638	
2	258	0706	121638	
2	114	0706	121711	
2	435	0706	121919	
2	487	0706	122557	
2	408	0706	123024	
2	182	0706	123317	
2	507	0706	123628	
2	122	0706	123854	
2	161	0706	124838	
2	77	0706	125112	
2	513	0706	125237	
2	357	0706	130121	
2	399	0706	130907	
2	369	0706	131356	
2	61	0706	131448	
2	485	0706	131753	
2	42	0706	131819	
2	504	0706	132017	
2	127	0706	133016	
2	217	0706	133133	
2	15	0706	133421	
2	228	0706	133422	
2	328	0706	134434	
2	401	0706	135213	
2	115	0706	135345	
2	167	0706	135512	
2	52	0706	135711	
2	259	0706	135944	
2	261	0706	140122	
2	8	0706	140927	
2	120	0706	141331	
2	403	0706	141332	
2	400	0706	142029	
2	109	0706	142212	
2	379	0706	142526	
2	306	0706	142554	
2	437	0706	142554	
2	291	0706	142619	
2	481	0706	142633	
2	500	0706	142916	
2	428	0706	143313	
2	203	0706	143542	
2	227	0706	144251	
2	235	0706	144400	
2	346	0706	144402	
2	334	0706	144402	
2	141	0706	144758	
2	331	0706	144930	
2	375	0706	145332	
2	297	0706	145858	
2	86	0706	145858	
2	281	0706	145910	
2	57	0706	145954	
2	74	0706	150139	
2	341	0706	150142	
2	140	0706	150906	
2	247	0706	150914	
2	388	0706	150948	
2	41	0706	151137	
2	81	0706	151625	
2	460	0706	151629	
2	467	0706	151634	
2	155	0706	151918	
2	146	0706	152310	
2	264	0706	152340	
2	404	0706	152730	
2	507	0706	154742	
2	310	0706	154956	
2	232	0706	154956	
2	339	0706	155548	
2	46	0706	161003	
2	371	0706	162424	
2	505	0706	162425	
2	114	0706	165800	
2	127	0706	165804	
2	433	0706	171532	
2	265	0706	171846	
2	424	0706	172455	
2	481	0706	172701	
2	530	0706	172738	
2	204	0706	172840	
2	399	0706	173855	
2	127	0706	174236	
2	114	0706	174238	
2	79	0706	174257	
2	2	0706	174441	
2	476	0706	174710	
2	534	0706	174710	
2	324	0706	175028	
2	349	0706	175328	
2	498	0706	175423	
2	428	0706	175458	
2	413	0706	175502	
2	435	0706	175659	
2	252	0706	175839	
2	61	0706	180301	
2	167	0706	180436	
2	341	0706	180453	
2	293	0706	180612	
2	487	0706	181215	
2	528	0706	181226	
2	339	0706	181326	
2	500	0706	181330	
2	346	0706	181405	
2	235	0706	181405	
2	513	0706	181500	
2	180	0706	181629	
2	104	0706	181837	
2	12	0706	182017	
2	479	0706	182017	
2	56	0706	182017	
2	258	0706	182055	
2	404	0706	182156	
2	375	0706	182157	
2	122	0706	182253	
2	232	0706	182301	
2	438	0706	182305	
2	46	0706	182342	
2	41	0706	182519	
2	357	0706	182548	
2	281	0706	182643	
2	409	0706	182643	
2	15	0706	183155	
2	87	0706	183633	
2	120	0706	183706	
2	403	0706	183709	
2	401	0706	183713	
2	82	0706	183722	
2	8	0706	183806	
2	408	0706	184147	
2	388	0706	184148	
2	331	0706	184642	
2	385	0706	184727	
2	81	0706	184912	
2	492	0706	184953	
2	144	0706	185308	
2	261	0706	185545	
2	306	0706	190325	
2	437	0706	190325	
2	74	0706	190337	
2	460	0706	190719	
2	467	0706	190719	
2	42	0706	190723	
2	276	0706	190851	
2	144	0706	191108	
2	139	0706	191615	
2	400	0706	192335	
2	504	0706	192503	
2	116	0706	192607	
2	371	0706	192700	
2	505	0706	192700	
2	132	0706	193105	
2	254	0706	193105	
2	528	0706	193740	
2	178	0706	193938	
2	106	0706	193951	
2	308	0706	193953	
2	316	0706	194305	
2	112	0706	194727	
2	86	0706	200825	
2	146	0706	200841	
2	479	0706	201248	
2	369	0706	201817	
2	481	0706	202744	
2	109	0706	203216	
2	507	0706	204111	
2	310	0706	205414	
2	334	0706	211003	
2	81	0707	071522	
2	281	0707	072836	
2	408	0707	073315	
2	328	0707	073345	
2	249	0707	073712	
2	437	0707	073904	
2	306	0707	073905	
2	178	0707	074228	
2	454	0707	075235	
2	42	0707	075327	
2	536	0707	080136	
2	446	0707	080136	
2	141	0707	080333	
2	413	0707	081112	
2	491	0707	081230	
2	346	0707	081231	
2	235	0707	081232	
2	334	0707	081232	
2	357	0707	081439	
2	15	0707	081640	
2	428	0707	081641	
2	228	0707	081641	
2	524	0707	081737	
2	258	0707	081835	
2	137	0707	081935	
2	268	0707	081935	
2	212	0707	082133	
2	2	0707	082544	
2	388	0707	082733	
2	259	0707	082949	
2	261	0707	083128	
2	449	0707	083531	
2	155	0707	083748	
2	310	0707	083836	
2	41	0707	084106	
2	380	0707	084144	
2	441	0707	084321	
2	500	0707	084556	
2	505	0707	084602	
2	317	0707	084857	
2	341	0707	084946	
2	460	0707	085230	
2	467	0707	085230	
2	87	0707	085247	
2	264	0707	085303	
2	148	0707	085357	
2	433	0707	085424	
2	61	0707	085441	
2	438	0707	085733	
2	203	0707	085840	
2	276	0707	085900	
2	498	0707	085901	
2	323	0707	085901	
2	170	0707	090038	
2	332	0707	090039	
2	385	0707	090114	
2	128	0707	090303	
2	504	0707	090308	
2	424	0707	090724	
2	57	0707	091136	
2	147	0707	091136	
2	132	0707	091248	
2	492	0707	091339	
2	331	0707	091438	
2	127	0707	091737	
2	293	0707	091941	
2	254	0707	092246	
2	106	0707	092452	
2	339	0707	092620	
2	316	0707	092741	
2	435	0707	092953	
2	144	0707	093002	
2	46	0707	093040	
2	399	0707	093051	
2	371	0707	093110	
2	349	0707	093513	
2	122	0707	093700	
2	104	0707	094213	
2	530	0707	094213	
2	180	0707	095455	
2	528	0707	100102	
2	507	0707	100310	
2	232	0707	100706	
2	413	0707	100815	
2	302	0707	100903	
2	375	0707	102841	
2	115	0707	103026	
2	180	0707	111317	
2	388	0707	111616	
2	265	0707	112052	
2	228	0707	112331	
2	127	0707	112345	
2	235	0707	112934	
2	346	0707	112934	
2	167	0707	113223	
2	370	0707	113724	
2	507	0707	113846	
2	249	0707	113856	
2	252	0707	114007	
2	433	0707	114317	
2	380	0707	114502	
2	479	0707	114748	
2	12	0707	114749	
2	362	0707	114750	
2	435	0707	115207	
2	409	0707	115531	
2	522	0707	120002	
2	522	0707	120015	
2	77	0707	120144	
2	178	0707	120620	
2	500	0707	120622	
2	106	0707	120630	
2	437	0707	121019	
2	306	0707	121019	
2	144	0707	121054	
2	388	0707	121201	
2	399	0707	121252	
2	227	0707	121300	
2	481	0707	121324	
2	417	0707	122314	
2	314	0707	123012	
2	426	0707	123043	
2	487	0707	123043	
2	369	0707	123054	
2	2	0707	123402	
2	504	0707	123740	
2	487	0707	123835	
2	426	0707	123844	
2	232	0707	124033	
2	258	0707	124206	
2	425	0707	124300	
2	122	0707	124333	
2	408	0707	124333	
2	491	0707	124825	
2	500	0707	124947	
2	128	0707	125127	
2	229	0707	125132	
2	87	0707	125148	
2	438	0707	125223	
2	61	0707	125858	
2	268	0707	130635	
2	137	0707	130652	
2	308	0707	130809	
2	357	0707	130850	
2	217	0707	130859	
2	315	0707	131216	
2	104	0707	131443	
2	485	0707	132858	
2	144	0707	133013	
2	42	0707	133117	
2	212	0707	133132	
2	180	0707	133447	
2	328	0707	135042	
2	57	0707	135139	
2	249	0707	135624	
2	454	0707	135812	
2	60	0707	140750	
2	259	0707	141524	
2	81	0707	142129	
2	513	0707	142139	
2	302	0707	142500	
2	228	0707	143113	
2	15	0707	143114	
2	428	0707	143115	
2	127	0707	143335	
2	203	0707	144010	
2	148	0707	144025	
2	334	0707	144253	
2	235	0707	144254	
2	346	0707	144254	
2	441	0707	144341	
2	424	0707	144700	
2	261	0707	144850	
2	132	0707	145008	
2	254	0707	145008	
2	331	0707	145528	
2	231	0707	145557	
2	281	0707	145636	
2	349	0707	145728	
2	144	0707	145735	
2	41	0707	145843	
2	379	0707	150011	
2	161	0707	150515	
2	323	0707	150613	
2	276	0707	150614	
2	498	0707	150614	
2	524	0707	150503	
2	341	0707	151616	
2	505	0707	151819	
2	460	0707	152135	
2	467	0707	152137	
2	317	0707	152253	
2	116	0707	152314	
2	371	0707	152502	
2	437	0707	153148	
2	339	0707	153159	
2	61	0707	155605	
2	487	0707	155621	
2	114	0707	162045	
2	144	0707	164246	
2	369	0707	170611	
2	89	0707	172233	
2	115	0707	172846	
2	424	0707	172925	
2	180	0707	173017	
2	328	0707	173841	
2	476	0707	174058	
2	388	0707	174104	
2	411	0707	174119	
2	308	0707	174720	
2	399	0707	174740	
2	2	0707	174742	
2	147	0707	175230	
2	513	0707	175340	
2	81	0707	175728	
2	433	0707	175729	
2	349	0707	175915	
2	324	0707	175917	
2	438	0707	175927	
2	227	0707	180017	
2	339	0707	180245	
2	346	0707	180512	
2	334	0707	180513	
2	500	0707	180514	
2	235	0707	180514	
2	435	0707	180527	
2	114	0707	180841	
2	127	0707	180842	
2	460	0707	181349	
2	535	0707	181443	
2	135	0707	181531	
2	481	0707	181549	
2	381	0707	181708	
2	178	0707	181709	
2	534	0707	181729	
2	161	0707	181813	
2	281	0707	182141	
2	507	0707	182247	
2	82	0707	182337	
2	491	0707	182400	
2	487	0707	182656	
2	408	0707	182843	
2	401	0707	182848	
2	232	0707	183223	
2	310	0707	183224	
2	357	0707	183430	
2	505	0707	183745	
2	371	0707	183747	
2	485	0707	183916	
2	316	0707	184100	
2	264	0707	184101	
2	87	0707	184318	
2	258	0707	184319	
2	196	0707	184328	
2	331	0707	184332	
2	106	0707	184426	
2	122	0707	184445	
2	449	0707	184633	
2	528	0707	184742	
2	530	0707	185014	
2	104	0707	185017	
2	128	0707	185149	
2	428	0707	185416	
2	15	0707	185417	
2	261	0707	185448	
2	375	0707	185610	
2	441	0707	185657	
2	492	0707	190132	
2	504	0707	190130	
2	265	0707	190243	
2	132	0707	190303	
2	254	0707	190304	
2	42	0707	190439	
2	144	0707	190806	
2	61	0707	190956	
2	46	0707	191749	
2	315	0707	191802	
2	268	0707	193044	
2	137	0707	193044	
2	314	0707	193458	
2	62	0707	194313	
2	454	0707	203559	
2	357	0708	080248	
2	8	0708	105003	
2	42	0708	112637	
2	65	0708	121649	
2	425	0708	121735	
2	492	0708	121743	
2	388	0708	122041	
2	115	0708	122614	
2	491	0708	123220	
2	42	0708	123300	
2	87	0708	123325	
2	180	0708	123352	
2	57	0708	123656	
2	357	0708	124136	
2	438	0708	125353	
2	454	0708	133009	
2	46	0708	133012	
2	449	0708	133323	
2	408	0708	133810	
2	210	0708	135319	
2	258	0708	140005	
2	328	0708	140252	
2	420	0708	141915	
2	259	0708	142112	
2	127	0708	142205	
2	470	0708	142245	
2	116	0708	142300	
2	298	0708	142838	
2	417	0708	142950	
2	114	0708	143646	
2	413	0708	143834	
2	500	0708	143834	
2	413	0708	143857	
2	441	0708	143916	
2	176	0708	144019	
2	334	0708	144516	
2	346	0708	144517	
2	235	0708	144518	
2	528	0708	145046	
2	331	0708	145256	
2	476	0708	145648	
2	529	0708	145721	
2	87	0708	150003	
2	15	0708	150250	
2	428	0708	150250	
2	536	0708	150456	
2	41	0708	150949	
2	435	0708	152121	
2	481	0708	152540	
2	167	0708	154326	
2	385	0708	154717	
2	261	0708	155601	
2	513	0708	160458	
2	82	0708	160503	
2	122	0708	161801	
2	369	0708	165845	
2	408	0708	170142	
2	74	0708	173135	
2	219	0708	173135	
2	492	0708	173149	
2	417	0708	173151	
2	408	0708	173348	
2	504	0708	173405	
2	8	0708	173535	
2	413	0708	173549	
2	428	0708	173727	
2	15	0708	173729	
2	328	0708	173759	
2	413	0708	173936	
2	15	0708	174329	
2	106	0708	175141	
2	127	0708	175303	
2	420	0708	175303	
2	114	0708	175304	
2	75	0708	175331	
2	175	0708	175331	
2	87	0708	175407	
2	388	0708	175735	
2	435	0708	180433	
2	146	0708	180835	
2	261	0708	180923	
2	61	0708	181315	
2	528	0708	181630	
2	228	0708	181723	
2	536	0708	181859	
2	507	0708	181922	
2	293	0708	182039	
2	17	0708	182149	
2	371	0708	182153	
2	505	0708	182154	
2	122	0708	182531	
2	258	0708	183028	
2	104	0708	183352	
2	81	0708	183353	
2	357	0708	183509	
2	491	0708	183925	
2	408	0708	184047	
2	268	0708	184244	
2	318	0708	184245	
2	82	0708	185418	
2	339	0708	185546	
2	315	0708	185640	
2	71	0708	185855	
2	237	0708	190247	
2	479	0708	190259	
2	56	0708	190259	
2	232	0708	190839	
2	310	0708	190839	
2	413	0708	191231	
2	276	0708	191342	
2	341	0708	191810	
2	438	0708	192301	
2	276	0708	192531	
2	504	0708	193710	
2	207	0708	195113	
2	481	0708	195534	
2	116	0708	195821	
2	513	0708	201932	
2	42	0708	202712	
2	334	0708	203757	
2	331	0708	203758	
2	536	0709	073340	
2	357	0709	080358	
2	74	0709	082634	
2	219	0709	082634	
