学期	学号	书号	日期
2	345	2764705	0314	
2	345	2991343	0314	
2	364	1515263	0314	
2	364	2992827	0314	
2	364	2991410	0314	
2	364	2636648	0314	
2	364	2992827	0314	
2	364	2636648	0314	
2	364	1304225	0314	
2	364	1515263	0314	
2	341	1142929	0314	
2	153	1289194	0314	
2	153	1042132	0314	
2	53	2993301	0315	
2	3	2802637	0315	
2	3	2823229	0315	
2	3	1340066	0315	
2	279	1522892	0315	
2	167	2592044	0315	
2	348	2642318	0315	
2	348	2647402	0315	
2	348	2945551	0315	
2	197	1312768	0315	
2	8	1346034	0315	
2	77	2911634	0315	
2	77	1273308	0315	
2	77	2659238	0315	
2	46	2821317	0315	
2	137	2965138	0315	
2	137	1134055	0315	
2	446	2586009	0316	
2	245	2692221	0316	
2	245	2913856	0316	
2	245	2865983	0316	
2	315	2586051	0316	
2	147	2586049	0316	
2	57	2011511	0316	
2	57	2898010	0316	
2	344	2833882	0316	
2	344	2644573	0316	
2	144	2967059	0316	
2	144	2723450	0316	
2	144	2826473	0316	
2	297	2720577	0316	
2	297	1273166	0316	
2	427	2869059	0316	
2	435	1199558	0316	
2	245	2937514	0316	
2	277	2832452	0316	
2	277	2793955	0316	
2	277	1459005	0316	
2	66	1386145	0316	
2	66	1003954	0316	
2	66	1003954	0316	
2	66	1003954	0316	
2	277	2572813	0316	
2	277	1327980	0316	
2	277	2671298	0316	
2	277	1340853	0316	
2	277	1215114	0316	
2	277	1340884	0316	
2	98	1132393	0316	
2	171	2696143	0316	
2	171	1226663	0316	
2	164	2876142	0316	
2	159	1328839	0316	
2	159	2917662	0316	
2	293	2575447	0316	
2	490	1510169	0316	
2	490	2990684	0316	
2	159	2595365	0316	
2	172	1543666	0316	
2	172	2562894	0316	
2	279	2644479	0316	
2	249	1538019	0316	
2	432	2651284	0316	
2	432	1045016	0316	
2	204	2871965	0317	
2	533	1540029	0317	
2	533	2968614	0317	
2	533	2819325	0317	
2	455	2727417	0317	
2	455	2936854	0317	
2	277	2945412	0317	
2	361	2934306	0317	
2	1	2622511	0317	
2	274	2662674	0317	
2	433	2636992	0317	
2	267	1125868	0317	
2	212	2750493	0317	
2	212	1538437	0317	
2	212	2703930	0317	
2	432	2796765	0317	
2	432	1296765	0317	
2	394	1237945	0318	
2	394	2692143	0318	
2	125	2993030	0318	
2	125	1060239	0318	
2	466	1060232	0318	
2	215	2922384	0318	
2	215	2992175	0318	
2	169	1435169	0318	
2	169	2990404	0318	
2	279	1520169	0318	
2	279	2919161	0318	
2	279	1152394	0318	
2	279	1152394	0318	
2	279	2919161	0318	
2	279	1233934	0318	
2	279	1108690	0318	
2	279	2977131	0318	
2	139	1146469	0318	
2	352	1536528	0318	
2	352	2720697	0318	
2	352	1486050	0318	
2	152	1570078	0318	
2	152	2758456	0318	
2	152	2945326	0318	
2	152	2925636	0318	
2	422	2786370	0318	
2	422	2786368	0318	
2	422	2886655	0318	
2	422	2945325	0318	
2	129	1370010	0319	
2	244	2755289	0319	
2	244	2952596	0319	
2	244	1345639	0319	
2	244	2592534	0319	
2	244	1306307	0319	
2	244	1306312	0319	
2	244	1345638	0319	
2	81	1134663	0319	
2	81	1337431	0319	
2	81	2950052	0319	
2	81	1471805	0319	
2	81	1102797	0319	
2	81	2749896	0319	
2	81	2583628	0319	
2	81	1057745	0319	
2	81	1097881	0319	
2	388	2694445	0319	
2	108	1477023	0319	
2	465	1489789	0319	
2	430	1235669	0319	
2	369	2995659	0319	
2	204	2627285	0319	
2	204	1274963	0319	
2	324	1393510	0319	
2	324	1198697	0319	
2	163	1039536	0319	
2	163	1343045	0319	
2	163	1241710	0319	
2	163	1459114	0319	
2	163	1489022	0319	
2	125	2885300	0319	
2	125	1570234	0319	
2	125	2888165	0319	
2	291	2767526	0319	
2	372	2920788	0319	
2	372	2844929	0319	
2	136	2605270	0320	
2	150	1342662	0320	
2	150	2599093	0320	
2	150	1301121	0320	
2	150	1523090	0320	
2	283	1220125	0320	
2	283	2950725	0320	
2	26	1164427	0320	
2	26	1111920	0320	
2	484	1223967	0320	
2	202	2797012	0320	
2	202	1278639	0320	
2	202	1340688	0320	
2	202	1302821	0320	
2	530	1551386	0320	
2	530	2873838	0320	
2	530	2659159	0320	
2	315	2586049	0321	
2	532	2213545	0321	
2	66	2676170	0321	
2	522	1046756	0321	
2	292	2661003	0321	
2	292	1111883	0321	
2	292	2979773	0321	
2	159	2701494	0321	
2	125	1018343	0321	
2	125	1018343	0321	
2	292	1343508	0321	
2	292	1556283	0321	
2	41	1304355	0321	
2	41	1102577	0321	
2	319	1551567	0321	
2	306	1112606	0321	
2	306	2661326	0321	
2	306	2840878	0321	
2	306	2858057	0321	
2	204	2603987	0321	
2	471	1161325	0322	
2	277	1537603	0322	
2	277	2881213	0322	
2	132	2586048	0322	
2	191	1365891	0322	
2	191	2767415	0322	
2	191	2595295	0322	
2	191	2571419	0322	
2	435	1532674	0322	
2	513	2759175	0322	
2	490	2935931	0322	
2	82	2711928	0322	
2	82	2950922	0322	
2	82	1427880	0322	
2	82	2656372	0322	
2	82	2893085	0322	
2	82	2900888	0322	
2	106	2606284	0322	
2	106	2656309	0322	
2	106	1498037	0322	
2	357	2774820	0322	
2	357	2800389	0322	
2	357	2792181	0322	
2	137	2656851	0322	
2	446	2870609	0322	
2	315	2586049	0323	
2	15	1153142	0323	
2	357	1283350	0323	
2	357	2607627	0323	
2	437	2884933	0323	
2	170	1264450	0323	
2	386	2586050	0323	
2	125	1279988	0323	
2	125	2996084	0323	
2	22	2782019	0323	
2	22	1160440	0323	
2	78	2698122	0323	
2	78	2867139	0323	
2	78	2916593	0323	
2	78	2695612	0323	
2	78	2956942	0323	
2	349	1540413	0323	
2	205	2767944	0323	
2	8	2634084	0323	
2	8	1223580	0323	
2	306	2763993	0323	
2	306	2918851	0323	
2	306	2827704	0323	
2	306	2818537	0323	
2	164	1547773	0323	
2	1	2941000	0323	
2	1	2993805	0323	
2	139	1147610	0323	
2	328	2683216	0323	
2	328	1571367	0323	
2	328	1363270	0323	
2	164	2874982	0323	
2	164	2785921	0323	
2	164	1126436	0323	
2	291	1410363	0323	
2	291	2742955	0323	
2	53	2772013	0323	
2	53	2771796	0323	
2	349	1347736	0323	
2	357	1190635	0323	
2	393	1281930	0323	
2	393	1366354	0323	
2	149	2835319	0323	
2	149	2804883	0323	
2	149	1465666	0323	
2	215	2948364	0323	
2	152	2896920	0323	
2	152	2725442	0323	
2	373	1430349	0324	
2	48	1358679	0324	
2	48	2693792	0324	
2	48	1239305	0324	
2	361	2796177	0324	
2	361	1404267	0324	
2	171	1091591	0324	
2	171	2916176	0324	
2	5	1460772	0324	
2	5	2991336	0324	
2	5	2990422	0324	
2	373	2707042	0324	
2	373	2595475	0324	
2	373	2850758	0324	
2	328	2682672	0324	
2	328	2585701	0324	
2	328	1089344	0324	
2	267	1061824	0324	
2	150	2577543	0324	
2	150	1342190	0324	
2	192	1373790	0324	
2	150	1108925	0324	
2	150	2564890	0324	
2	388	2890985	0324	
2	377	2948580	0324	
2	377	1521103	0324	
2	377	2709304	0324	
2	432	1467241	0324	
2	432	2883480	0324	
2	432	1220874	0324	
2	328	1072123	0324	
2	205	2696570	0324	
2	48	2785267	0324	
2	48	2785263	0324	
2	60	1348839	0324	
2	60	1078147	0324	
2	60	1551869	0324	
2	60	2222178	0324	
2	478	1550247	0324	
2	478	1381901	0324	
2	478	2920414	0324	
2	478	2599576	0324	
2	513	1202355	0324	
2	513	2217169	0324	
2	513	2826984	0324	
2	242	1569810	0324	
2	242	1569817	0324	
2	249	2662331	0324	
2	249	2875263	0324	
2	451	1203259	0324	
2	287	1401150	0324	
2	478	1550226	0324	
2	516	1266139	0325	
2	165	2699680	0325	
2	519	1352617	0325	
2	519	1525437	0325	
2	519	2683745	0325	
2	432	1326551	0325	
2	247	2712325	0325	
2	247	2859391	0325	
2	247	1531722	0325	
2	134	2672513	0325	
2	79	2686611	0325	
2	79	1572665	0325	
2	79	2995967	0325	
2	508	2735503	0325	
2	54	2599624	0325	
2	54	2886820	0325	
2	54	2630369	0325	
2	54	1380846	0325	
2	54	1340883	0325	
2	54	2688148	0325	
2	54	1060790	0325	
2	145	2950540	0325	
2	145	2702169	0325	
2	392	2790584	0325	
2	371	1567618	0325	
2	371	2916911	0325	
2	371	1340851	0325	
2	505	1496716	0325	
2	505	1530171	0325	
2	505	2826679	0325	
2	505	2944141	0325	
2	422	2919017	0325	
2	145	2581141	0325	
2	113	1454453	0326	
2	484	1273489	0326	
2	484	1470493	0326	
2	484	1385789	0326	
2	484	1034252	0326	
2	484	2223239	0326	
2	484	1434963	0326	
2	484	2687474	0326	
2	484	1202426	0326	
2	484	2845561	0326	
2	484	1012109	0326	
2	484	1012109	0326	
2	484	1012109	0326	
2	484	1189159	0326	
2	125	2784471	0326	
2	125	2987412	0326	
2	150	2600391	0326	
2	513	1502212	0326	
2	415	1146707	0326	
2	415	1552159	0326	
2	415	1227535	0326	
2	415	2662782	0326	
2	415	2692459	0326	
2	415	1172907	0326	
2	247	2951114	0326	
2	250	1017072	0326	
2	250	1017072	0326	
2	250	1434217	0326	
2	400	1557123	0326	
2	400	1317982	0326	
2	36	2865564	0326	
2	36	2925065	0326	
2	481	2718855	0326	
2	229	1245117	0326	
2	229	2803889	0326	
2	229	2774431	0326	
2	229	1198039	0326	
2	479	2802235	0326	
2	519	2763345	0326	
2	519	1037648	0326	
2	519	1548366	0326	
2	519	2701107	0326	
2	519	2916286	0326	
2	8	1225782	0326	
2	8	2833670	0326	
2	8	2592020	0326	
2	8	2727955	0326	
2	352	1291260	0326	
2	352	2596499	0326	
2	352	2877081	0326	
2	36	1512765	0326	
2	36	2577564	0326	
2	36	2566190	0326	
2	36	1123259	0326	
2	16	2220553	0327	
2	71	2571423	0327	
2	84	1289500	0327	
2	84	1257016	0327	
2	84	2801214	0327	
2	385	2721579	0327	
2	385	2967058	0327	
2	385	2975383	0327	
2	385	2968877	0327	
2	385	2801350	0327	
2	51	2635349	0327	
2	51	2635351	0327	
2	372	2583756	0327	
2	382	2682856	0327	
2	382	1534573	0327	
2	382	1561523	0327	
2	382	1332352	0327	
2	382	2794654	0327	
2	525	1087858	0328	
2	525	1080284	0328	
2	525	1130041	0328	
2	537	2707908	0328	
2	537	1025239	0328	
2	537	2935313	0328	
2	537	1249281	0328	
2	204	1326133	0328	
2	523	2758098	0328	
2	145	2631101	0328	
2	145	1331924	0328	
2	342	1560670	0328	
2	292	2979773	0328	
2	292	2662764	0328	
2	292	2871735	0328	
2	459	1184908	0328	
2	61	2586020	0328	
2	190	2708573	0328	
2	355	1410019	0328	
2	355	1459387	0328	
2	355	2836020	0328	
2	416	2669750	0328	
2	437	2920042	0328	
2	249	2459771	0328	
2	385	2997569	0329	
2	385	2988692	0329	
2	93	1022324	0329	
2	93	1397278	0329	
2	93	2579101	0329	
2	93	2877205	0329	
2	93	2576921	0329	
2	93	2643349	0329	
2	293	2931470	0329	
2	472	2696167	0329	
2	472	1407715	0329	
2	472	2987264	0329	
2	472	2805282	0329	
2	361	1334820	0329	
2	41	1332828	0330	
2	471	2697364	0330	
2	361	1510167	0330	
2	361	2808763	0330	
2	273	1496944	0330	
2	189	2908385	0330	
2	189	2965688	0330	
2	127	2602485	0330	
2	127	1300060	0330	
2	523	2627651	0330	
2	523	2585473	0330	
2	523	2850172	0330	
2	30	1422081	0330	
2	35	2846227	0330	
2	219	2716253	0330	
2	219	1417580	0330	
2	219	2898531	0330	
2	219	2655656	0330	
2	219	2918357	0330	
2	219	2896200	0330	
2	219	1089818	0330	
2	352	2918750	0330	
2	352	1407585	0330	
2	352	1297352	0330	
2	352	2747972	0330	
2	352	1299597	0330	
2	127	1031195	0330	
2	75	1453973	0330	
2	75	2761145	0330	
2	75	1559110	0330	
2	175	2993176	0330	
2	132	2586027	0330	
2	533	1323732	0330	
2	533	1463254	0330	
2	533	2593395	0330	
2	264	1282906	0330	
2	288	2864823	0330	
2	288	2888965	0330	
2	288	2862725	0330	
2	303	2737557	0330	
2	303	1365788	0330	
2	212	2602663	0330	
2	212	1441144	0330	
2	249	1404121	0330	
2	249	1453696	0330	
2	249	2743215	0330	
2	249	2765198	0330	
2	249	2743223	0330	
2	481	2919061	0330	
2	349	2919059	0330	
2	349	2940323	0330	
2	481	2940322	0330	
2	189	2682674	0330	
2	478	2867238	0330	
2	478	1487609	0330	
2	478	2980229	0330	
2	478	1158327	0330	
2	266	2852838	0330	
2	266	1531082	0330	
2	266	1253075	0330	
2	266	2950432	0330	
2	303	2880350	0330	
2	155	2657255	0330	
2	155	2640064	0330	
2	155	1574163	0330	
2	155	2651925	0330	
2	326	1500397	0331	
2	326	2945712	0331	
2	326	2593502	0331	
2	326	2960124	0331	
2	326	2704930	0331	
2	249	2871508	0331	
2	530	2708567	0331	
2	292	1241604	0331	
2	292	2613783	0331	
2	262	1136649	0331	
2	507	1379005	0331	
2	508	2951603	0331	
2	210	1334111	0401	
2	210	1156430	0401	
2	234	2766283	0401	
2	234	2695351	0401	
2	234	1084743	0401	
2	234	2932047	0401	
2	234	2934236	0401	
2	2	1529928	0401	
2	36	1024691	0401	
2	36	1069032	0401	
2	77	1350955	0401	
2	291	1170797	0401	
2	66	1386145	0402	
2	145	1335232	0402	
2	145	2689009	0402	
2	145	2572563	0402	
2	303	2848415	0402	
2	303	1115942	0402	
2	303	1088326	0402	
2	303	2785141	0402	
2	303	2628309	0402	
2	453	2713014	0402	
2	453	2643561	0402	
2	17	2592402	0402	
2	334	2825931	0402	
2	506	1012198	0402	
2	506	1012198	0402	
2	506	1012198	0402	
2	506	2859921	0402	
2	506	2961952	0402	
2	362	1236050	0402	
2	362	2710343	0402	
2	1	1342698	0402	
2	1	1037923	0402	
2	77	1144552	0402	
2	77	1269647	0402	
2	341	1571006	0402	
2	313	2266495	0402	
2	313	2253262	0402	
2	313	1518150	0402	
2	313	1366657	0402	
2	533	2682623	0402	
2	533	2605981	0402	
2	533	1159922	0402	
2	533	2213786	0402	
2	513	2807403	0402	
2	300	2629202	0402	
2	432	2565024	0402	
2	127	1506752	0402	
2	127	2883524	0402	
2	127	2665210	0402	
2	127	2996704	0402	
2	127	1392462	0402	
2	153	2790629	0402	
2	167	2719151	0402	
2	370	1072094	0403	
2	370	1124154	0403	
2	390	1124472	0403	
2	390	1154721	0403	
2	341	1211895	0403	
2	341	1243331	0403	
2	76	2675808	0403	
2	76	2687801	0403	
2	267	2658529	0403	
2	267	1510904	0403	
2	95	2989181	0403	
2	388	2970111	0403	
2	357	2238346	0403	
2	65	2977166	0403	
2	65	2802769	0403	
2	65	1029593	0403	
2	65	1571109	0403	
2	521	2225392	0403	
2	402	1356883	0403	
2	402	1520441	0403	
2	215	2957640	0403	
2	215	2936877	0403	
2	215	2937238	0403	
2	215	2957643	0403	
2	361	2957799	0403	
2	328	2238647	0405	
2	328	1050965	0405	
2	328	2748377	0405	
2	436	1526803	0405	
2	436	1460238	0405	
2	244	2999772	0405	
2	244	2999769	0405	
2	244	2999770	0405	
2	468	1273567	0405	
2	468	1124605	0405	
2	468	1265431	0405	
2	468	1124611	0405	
2	468	2940508	0405	
2	468	1357932	0405	
2	468	1355759	0405	
2	212	2622640	0405	
2	433	1553912	0405	
2	433	2631583	0405	
2	433	2647641	0405	
2	8	1278746	0405	
2	239	2899876	0405	
2	212	2932140	0405	
2	49	1024459	0405	
2	214	2876746	0405	
2	214	1128000	0405	
2	478	2717234	0405	
2	116	1433001	0405	
2	116	1111479	0405	
2	74	2987905	0405	
2	74	2983992	0405	
2	74	2986723	0405	
2	74	2988556	0405	
2	74	2992549	0405	
2	74	2986898	0405	
2	74	2985291	0405	
2	74	2997409	0405	
2	74	2720749	0405	
2	74	1143843	0405	
2	523	1287047	0405	
2	523	2810213	0405	
2	1	2606958	0405	
2	1	1461091	0405	
2	66	1485459	0405	
2	436	1191787	0405	
2	422	2999478	0405	
2	19	1364362	0405	
2	19	2670187	0405	
2	19	2951340	0405	
2	287	2743751	0405	
2	277	1314038	0406	
2	277	1170161	0406	
2	277	2566161	0406	
2	234	2712323	0406	
2	234	1178915	0406	
2	247	1382339	0406	
2	122	1506919	0406	
2	532	1401159	0406	
2	532	2945495	0406	
2	532	2978375	0406	
2	532	2648210	0406	
2	422	2921206	0406	
2	422	2921195	0406	
2	422	2931594	0406	
2	422	2922564	0406	
2	422	2924222	0406	
2	422	1386144	0406	
2	422	1450720	0406	
2	262	1470693	0406	
2	369	2997259	0406	
2	296	1398572	0406	
2	296	2741444	0406	
2	328	2926643	0406	
2	192	1313687	0406	
2	30	2628819	0406	
2	30	2982706	0406	
2	30	1478627	0406	
2	344	1559325	0406	
2	344	2751360	0406	
2	344	2636730	0406	
2	344	1542417	0406	
2	176	2636774	0406	
2	176	2636779	0406	
2	461	1501610	0406	
2	402	2727954	0406	
2	1	2608728	0406	
2	1	2908516	0406	
2	155	1413873	0406	
2	432	2765498	0407	
2	432	1079893	0407	
2	427	2869059	0407	
2	448	1260533	0407	
2	288	1202107	0407	
2	288	2789260	0407	
2	345	1073961	0407	
2	438	2998932	0407	
2	101	1152514	0407	
2	101	1489956	0407	
2	101	1990305	0407	
2	101	1019039	0407	
2	101	1019039	0407	
2	247	2849168	0407	
2	247	1344823	0407	
2	94	1315119	0407	
2	433	2968042	0407	
2	36	1976087	0407	
2	513	2960312	0407	
2	267	1420253	0408	
2	274	2636217	0408	
2	73	2974950	0408	
2	73	2599388	0408	
2	73	2718515	0408	
2	73	1549579	0408	
2	172	2230715	0408	
2	172	2562894	0408	
2	172	1318386	0408	
2	172	1543666	0408	
2	478	2657972	0408	
2	269	1066911	0408	
2	269	1079572	0408	
2	107	1140845	0408	
2	107	2932029	0408	
2	130	1447302	0408	
2	130	2917981	0408	
2	130	1351624	0408	
2	130	1242456	0408	
2	204	2581681	0408	
2	525	2238413	0409	
2	525	2814319	0409	
2	94	2837376	0409	
2	94	2769402	0409	
2	94	1353622	0409	
2	357	2709168	0409	
2	357	2941630	0409	
2	357	2582470	0409	
2	357	1190635	0409	
2	357	2676427	0409	
2	357	1283350	0409	
2	357	1089855	0409	
2	357	1538367	0409	
2	357	1073962	0409	
2	357	1310066	0409	
2	357	1089024	0409	
2	145	2926644	0409	
2	17	2222273	0409	
2	37	1132831	0409	
2	207	1350472	0409	
2	207	2957071	0409	
2	207	1308045	0409	
2	341	2663122	0409	
2	341	2704533	0409	
2	136	1414702	0409	
2	136	1414711	0409	
2	136	2830400	0409	
2	197	2846390	0409	
2	197	2622822	0409	
2	385	3000344	0409	
2	385	3001250	0409	
2	19	2586003	0409	
2	460	1358365	0409	
2	460	1542457	0409	
2	460	2692593	0409	
2	222	1277644	0409	
2	222	2671465	0409	
2	405	3000496	0409	
2	152	2944763	0409	
2	152	2659591	0409	
2	152	2918393	0409	
2	247	1318151	0409	
2	247	2949400	0409	
2	247	2579736	0409	
2	334	1079909	0409	
2	303	2788459	0409	
2	303	2991552	0409	
2	303	2794704	0409	
2	281	2953288	0409	
2	303	1152122	0409	
2	215	2715823	0409	
2	348	2925317	0410	
2	145	2791183	0410	
2	145	2590864	0410	
2	93	1414647	0410	
2	432	1297504	0410	
2	341	1089255	0410	
2	341	1234887	0410	
2	341	2805739	0410	
2	341	2687802	0410	
2	341	2622117	0410	
2	341	1084705	0410	
2	262	2734226	0410	
2	97	1489114	0410	
2	97	2775731	0410	
2	97	2676635	0410	
2	348	2647402	0410	
2	348	1450184	0410	
2	348	2945551	0410	
2	348	2768563	0410	
2	348	1460241	0410	
2	348	2642318	0410	
2	412	3001108	0410	
2	412	1076713	0410	
2	412	2847761	0410	
2	412	2999310	0410	
2	412	2601229	0410	
2	433	1094693	0410	
2	433	2128638	0410	
2	267	2789091	0410	
2	19	2586038	0411	
2	342	2922207	0411	
2	342	2841802	0411	
2	342	2832961	0411	
2	212	2649488	0411	
2	212	2882504	0411	
2	212	2657883	0411	
2	212	2934974	0411	
2	235	1337867	0411	
2	235	1297943	0411	
2	334	2609964	0411	
2	491	2620511	0411	
2	491	1128259	0411	
2	491	1338560	0411	
2	491	2813750	0411	
2	491	1252671	0411	
2	413	2749998	0411	
2	212	2928652	0411	
2	212	2883856	0411	
2	212	2839240	0411	
2	150	2596703	0411	
2	149	2753330	0411	
2	132	2860354	0411	
2	467	2748215	0411	
2	467	2793471	0411	
2	467	2893110	0411	
2	150	2946731	0411	
2	150	1503938	0411	
2	475	1521150	0411	
2	475	1377810	0411	
2	475	2929233	0411	
2	475	1124506	0411	
2	475	1391234	0411	
2	475	2811174	0411	
2	475	1299769	0411	
2	247	2646962	0411	
2	393	1281930	0411	
2	393	1366354	0411	
2	460	2661044	0411	
2	460	2785920	0411	
2	77	2607699	0411	
2	462	2800443	0411	
2	462	1475179	0411	
2	462	2954231	0411	
2	462	1053406	0411	
2	462	1306762	0411	
2	432	2765562	0411	
2	432	1113721	0411	
2	432	1076807	0411	
2	117	1241333	0411	
2	117	1073960	0411	
2	117	1241333	0411	
2	117	1073960	0411	
2	159	2833141	0411	
2	432	2944981	0411	
2	204	1148133	0411	
2	204	1499070	0411	
2	1	2974555	0411	
2	1	2769070	0411	
2	479	2749895	0412	
2	261	2698139	0412	
2	261	2723041	0412	
2	19	2585985	0412	
2	437	2595045	0412	
2	437	2593123	0412	
2	132	2586018	0412	
2	167	1387334	0412	
2	167	2579438	0412	
2	167	1289360	0412	
2	143	2725632	0412	
2	505	2562828	0412	
2	505	1539116	0412	
2	505	2672880	0412	
2	505	2690378	0412	
2	531	2945005	0412	
2	531	2739215	0412	
2	319	2944135	0412	
2	94	1549582	0412	
2	249	2900533	0412	
2	249	2983715	0412	
2	1	1555791	0412	
2	223	1306766	0412	
2	536	1568964	0412	
2	536	2584355	0412	
2	235	1449231	0412	
2	536	1053596	0412	
2	536	1114159	0412	
2	536	1114881	0412	
2	106	3002524	0412	
2	106	2996671	0412	
2	189	1039444	0413	
2	247	2226027	0413	
2	479	2930335	0413	
2	479	2827095	0413	
2	242	2698260	0413	
2	291	2785834	0413	
2	291	2981088	0413	
2	291	1320745	0413	
2	257	1229815	0413	
2	257	2725405	0413	
2	257	2592786	0413	
2	257	2916448	0413	
2	257	1530004	0413	
2	257	1520368	0413	
2	497	2834018	0413	
2	164	2747872	0413	
2	164	1182622	0413	
2	164	1082784	0413	
2	164	1291409	0413	
2	164	2838749	0413	
2	164	1148772	0413	
2	164	2870951	0413	
2	324	1119848	0413	
2	131	2635351	0413	
2	131	2988840	0413	
2	131	2562806	0413	
2	295	1416607	0413	
2	295	1291549	0413	
2	295	1390387	0413	
2	346	1289824	0413	
2	404	2657032	0413	
2	404	2878975	0413	
2	293	2994235	0413	
2	137	1175609	0413	
2	137	1050166	0413	
2	254	2880307	0413	
2	259	1549504	0413	
2	261	2677225	0413	
2	291	1332170	0413	
2	433	2792252	0413	
2	433	2636992	0413	
2	433	2631583	0413	
2	250	2925692	0414	
2	250	2936876	0414	
2	145	2629294	0414	
2	403	2565898	0414	
2	49	2824094	0414	
2	437	1540010	0414	
2	153	1090182	0414	
2	153	2803888	0414	
2	153	1042132	0414	
2	153	2790629	0414	
2	153	1289194	0414	
2	291	2849615	0414	
2	291	1385648	0414	
2	209	2916946	0414	
2	209	2944478	0414	
2	346	1362008	0414	
2	357	1529901	0414	
2	75	2911716	0414	
2	75	1518857	0414	
2	75	2943585	0414	
2	75	1518862	0414	
2	75	2911720	0414	
2	146	1422055	0414	
2	146	1491771	0414	
2	239	1455325	0414	
2	239	1455189	0414	
2	292	2909486	0414	
2	93	3000676	0414	
2	93	3000248	0414	
2	204	2721732	0414	
2	204	1349223	0414	
2	17	1107953	0415	
2	384	1518705	0415	
2	384	1387102	0415	
2	433	2935302	0415	
2	433	1479924	0415	
2	317	2985416	0415	
2	54	2670385	0415	
2	54	2670386	0415	
2	54	2854809	0415	
2	54	1015701	0415	
2	54	1015701	0415	
2	507	1414896	0415	
2	424	1149740	0415	
2	424	1000996	0415	
2	424	1000996	0415	
2	424	1000996	0415	
2	178	2806818	0416	
2	178	2849009	0416	
2	178	2993443	0416	
2	178	2593037	0416	
2	178	2790379	0416	
2	246	1290701	0416	
2	17	1113505	0416	
2	229	1551298	0416	
2	229	2703651	0416	
2	536	2951987	0416	
2	266	2566821	0416	
2	341	1430375	0416	
2	341	2663122	0416	
2	341	2955094	0416	
2	470	2217543	0416	
2	470	2223748	0416	
2	470	1037731	0416	
2	470	2238179	0416	
2	470	1018040	0416	
2	470	1018040	0416	
2	470	1036524	0416	
2	470	1037817	0416	
2	26	1111920	0416	
2	26	2823636	0416	
2	26	1337320	0416	
2	26	1565167	0416	
2	26	1164427	0416	
2	388	1565068	0416	
2	388	2733875	0416	
2	388	1567065	0416	
2	388	1424253	0416	
2	71	2896000	0416	
2	71	2968107	0416	
2	455	2929472	0416	
2	291	2571252	0416	
2	291	2950612	0416	
2	291	1082501	0416	
2	74	2470873	0416	
2	74	2609427	0416	
2	74	2462374	0416	
2	74	2957444	0416	
2	334	1237890	0416	
2	206	3002424	0416	
2	206	3002020	0416	
2	508	2781613	0416	
2	508	2682031	0416	
2	161	2666626	0417	
2	161	1490457	0417	
2	358	1502102	0417	
2	358	2911023	0417	
2	371	2916911	0417	
2	505	1490454	0417	
2	505	2906802	0417	
2	5	1473176	0417	
2	270	1386923	0417	
2	270	2672515	0417	
2	2	1529928	0417	
2	433	2925501	0417	
2	433	1300381	0417	
2	433	1267684	0417	
2	270	2694322	0417	
2	270	1242606	0417	
2	237	2950445	0417	
2	237	2701445	0417	
2	204	1146932	0418	
2	523	2745667	0418	
2	523	2796187	0418	
2	523	1275967	0418	
2	190	2991181	0418	
2	190	2910473	0418	
2	372	2729024	0418	
2	372	2752788	0418	
2	195	2627476	0418	
2	195	2817607	0418	
2	483	2777434	0418	
2	235	1290873	0418	
2	342	2922207	0418	
2	354	1152123	0418	
2	343	1567661	0418	
2	343	2967320	0418	
2	398	1522838	0418	
2	398	1487776	0418	
2	247	1388573	0418	
2	1	2574652	0418	
2	405	2965947	0418	
2	405	1496326	0418	
2	327	1195074	0418	
2	132	2586036	0419	
2	481	2655754	0419	
2	481	2564423	0419	
2	481	2774785	0419	
2	95	1565972	0419	
2	95	1313744	0419	
2	145	1097104	0419	
2	95	1507685	0419	
2	95	2718413	0419	
2	95	1452012	0419	
2	95	1305489	0419	
2	95	1472834	0419	
2	95	1327765	0419	
2	190	2707159	0419	
2	95	2717294	0419	
2	95	1367592	0419	
2	132	2662556	0419	
2	132	1139814	0419	
2	132	2594576	0419	
2	132	2809735	0419	
2	77	2906736	0419	
2	73	2965376	0419	
2	73	2764310	0419	
2	73	1549579	0419	
2	407	2768536	0419	
2	344	1444052	0419	
2	344	2755053	0419	
2	344	2769251	0419	
2	132	2999232	0419	
2	64	1513045	0419	
2	64	1513044	0419	
2	64	1511744	0419	
2	64	1510850	0419	
2	64	2896697	0419	
2	64	2663781	0419	
2	143	1336359	0419	
2	143	1024812	0419	
2	116	2586030	0420	
2	386	2586017	0420	
2	341	2706537	0420	
2	341	2673064	0420	
2	341	1395447	0420	
2	299	2906651	0420	
2	303	2969002	0420	
2	303	2879025	0420	
2	303	2979725	0420	
2	303	2971739	0420	
2	303	2906449	0420	
2	462	1274754	0420	
2	132	2827666	0420	
2	74	2470563	0420	
2	74	2857309	0420	
2	239	1069079	0421	
2	239	2808357	0421	
2	328	2753255	0421	
2	328	1063603	0421	
2	328	1089853	0421	
2	127	2602485	0421	
2	77	2633364	0421	
2	246	1503122	0421	
2	405	1125434	0421	
2	386	2718855	0421	
2	465	2644082	0421	
2	465	2571420	0421	
2	118	1288580	0421	
2	118	1169861	0421	
2	118	1169856	0421	
2	118	1169652	0421	
2	118	1169658	0421	
2	346	2964761	0421	
